Reference,Institution_Name,Address_1,Postcode,Email,Institution_Type,Latitude,Longitude,Pupil_Teacher_Ratio,Number_Pupils_2015
5036031,St Patrick's Primary School Loup,119 RUSKEY ROAD,BT45 7TS,info@stpatricks.loup.ni.sch.uk,Primary school,54.69873,-6.59611,25,175
2230122,St Patricks & St Brigids College,55 MAIN STREET,BT47 4HR,info@spbcollege.claudy.ni.sch.uk,Secondary (non-grammar) school,54.91176,-7.15633,16.16,517
1036698,St Patricks Primary School,3 Churchill Street,BT15 2BP,info@stpatricksps.belfast.ni.sch.uk,Primary school,54.61011,-5.93486,17.57,534
2036581,St Patricks Primary School,1A COLLON LANE,BT48 8QG,info@stpatricks.derry.ni.sch.uk,Primary school,55.02018,-7.32088,23.83,858
3230151,St Paul's College,11 BANN ROAD,BT51 5RU,info@stpauls.kilrea.ni.sch.uk,Secondary (non-grammar) school,54.95395,-6.54681,14.36,290
5230157,St Paul's High School,108 CAMLOUGH ROAD,BT35 7EE,info@stpauls.bessbrook.ni.sch.uk,Secondary (non-grammar) school,54.1835,-6.39037,15.96,1599
1036624,St Paul's Primary School,34-36 MICA DRIVE,BT12 7NN,info@stpaulsmica.belfast.ni.sch.uk,Primary school,54.59581,-5.96901,18.59,264
2031898,St Paul's Primary School,LISNARICK ROAD,BT94 1EY,info@stpauls.irvinestown.ni.sch.uk,Primary school,54.47297,-7.64167,20.3,202
3036683,St Paul's Primary School,32 Ballynafie Road,BT42 1LF,info@stpaulsps.ahoghill.ni.sch.uk,Primary school,54.84698,-6.37315,19.72,71
5033003,St Paul's Primary School,35 BALLYKEEL ROAD,BT34 5RH,info@stpauls.cabra.ni.sch.uk,Primary school,54.22216,-6.08878,20.5,82
2036227,St Paul's Primary School Slievemore,1 MOSS ROAD,BT48 8QZ,info@slievemore.derry.ni.sch.uk,Primary school,55.02635,-7.32638,16.2,135
2036085,St Peter's & St Paul's Primary School,296 FOREGLEN ROAD,BT47 4PJ,info@stpeterpaulps.dungiven.ni.sch.uk,Primary school,54.92959,-7.03141,14,42
1136340,St Peter's Nursery School,SERVIA STREET,BT12 4EJ,info@stpetersns.belfast.ni.sch.uk,Nursery school,54.59626,-5.94718,26,0
5BB0334,St Peter's Playgroup,90 Collegelands Road,BT71 6SW,saintpetersplaygroupcollegeland@hotmail.co.uk,VP Pre-schools,54.43648,-6.67106,,0
1036620,St Peter's Primary School,ROSS ROAD,BT12 4JD,info@stpeters.belfast.ni.sch.uk,Primary school,54.59771,-5.94968,18.06,307
2036097,St Peter's Primary School,415 LISNARAGH ROAD,BT79 8AF,info@stpeters.plumbridge.ni.sch.uk,Primary school,54.76799,-7.25346,20.75,83
5031176,St Peter's Primary School,66 DERRYMORE ROAD,BT35 7DN,info@stpetersps.cloughreagh.ni.sch.uk,Primary school,54.18953,-6.37751,24.93,321
5032703,St Peter's Primary School,24 ARDBOE ROAD,BT80 0HT,info@stpeters.moortown.ni.sch.uk,Primary school,54.62998,-6.51624,21.67,169
5036595,St Peter's Primary School,90 COLLEGELANDS RD,BT71 6SW,info@stpeters.collegelands.ni.sch.uk,Primary school,54.43648,-6.67106,27.88,145
3230168,St Pius X College,59 MONEYMORE ROAD,BT45 6HQ,info@stpiusx.magherafelt.ni.sch.uk,Secondary (non-grammar) school,54.74966,-6.61543,15.58,935
5420314,St Ronan's College,12 Cornakinnegar Road,BT67 9JW,info@stronanscollege.lurgan.ni.sch.uk,Secondary (grammar) school,54.47668,-6.32077,15.48,1423
2031901,St Ronan's Primary School,34 NUTFIELD ROAD,BT92 0LA,info@stronans.lisnaskea.ni.sch.uk,Primary school,54.26145,-7.45258,22.89,293
5036409,St Ronan's Primary School,ASHGROVE AVENUE,BT34 1PR,info@stronans.newry.ni.sch.uk,Primary school,54.1899,-6.32577,26,390
1230130,St Rose???s Dominican College,65 BEECHMOUNT AVENUE,BT12 7NA,info@stroses.belfast.ni.sch.uk,Secondary (non-grammar) school,54.59485,-5.96045,11.87,273
2036153,St Scire's Primary School,2 EFFERNAN ROAD,BT78 3RB,info@stsciresps.trillick.ni.sch.uk,Primary school,54.44814,-7.48792,19.43,107
1136314,St Teresa's Nursery School,24 BERNAGH GLEN,BT11 8HR,info@stteresasns.belfast.ni.sch.uk,Nursery school,54.5795,-5.98958,26,0
1036589,St Teresa's Primary School,GLEN ROAD,BT11 8BL,info@stteresas.belfast.ni.sch.uk,Primary school,54.58137,-5.99243,19.48,487
2032731,St Teresa's Primary School,166 LOUGHMACRORY ROAD,BT79 9LG,info@stteresasps.loughmacrory.ni.sch.uk,Primary school,54.62536,-7.10823,20.35,147
5031107,St Teresa's Primary School,60 TULLYHERRON ROAD,BT60 2UF,info@stteresas.tullyherron.ni.sch.uk,Primary school,54.2425,-6.47252,15.63,45
5031160,St Teresa's Primary School,36 TARRY LANE,BT67 9LQ,info@stteresas.lurgan.ni.sch.uk,Primary school,54.48215,-6.31734,23.63,189
2036459,St Theresa's Primary School,GARVAN ROAD,BT82 9NZ,info@sttheresasps.strabane.ni.sch.uk,Primary school,54.78744,-7.49733,20,100
4136606,St Therese Nursery School,ARDCAOIN AVENUE,BT17 0UN,info@sttheresens.belfast.ni.sch.uk,Nursery school,54.56005,-6.03595,29.5,0
1036132,St Therese of Lisieux Primary School,472 ANTRIM ROAD,BT15 5GF,info@stthereseoflisieux.belfast.ni.sch.uk,Primary school,54.62896,-5.93985,24.28,437
2036461,St Therese Primary School,HEATHER ROAD EAST,BT48 8NX,info@lenamore.derry.ni.sch.uk,Primary school,55.03247,-7.31828,18.89,359
2031868,St Tierney's Primary School,MULLAGHCONNOLLY,BT92 7JS,info@sttierneysps.roslea.ni.sch.uk,Primary school,54.24424,-7.1796,21.6,107
3032185,St Trea's Primary School,225 SHORE ROAD,BT45 6LL,info@sttreasps.magherafelt.ni.sch.uk,Primary school,54.73749,-6.52698,21.25,119
1BB0592,St Vincent de Paul Pre-School Playgroup,167 Ligoniel Road,BT14 8DP,stvdppreeschool@gmail.com,VP Pre-schools,54.62659,-5.98331,,0
1036042,St Vincent de Paul Primary School,165A LIGONIEL ROAD,BT14 8DP,info@stvincentdepaul.belfast.ni.sch.uk,Primary school,54.62659,-5.98331,16.79,236
1116157,Stanhope Street Nursery School,STANHOPE DRIVE,BT13 1BX,info@stanhopestreetns.belfast.ni.sch.uk,Nursery school,54.60562,-5.9349,26,0
2036084,Steelstown Voluntary Maintained Primary School,40 STEELSTOWN ROAD,BT48 8EX,info@steelstown.derry.ni.sch.uk,Primary school,55.02822,-7.30833,21.83,363
3116167,Steeple Nursery School,STEEPLE ROAD,BT41 1AF,info@steeplens.antrim.ni.sch.uk,Nursery school,54.72236,-6.21008,24,0
3CB0486,Stepping Stones Creche,Cavehill Building,BT52 1SA,,VP Pre-schools,55.14867,-6.67729,,0
1AB0425,Stepping Stones Playgroup,St Gerard's Hall,BT36 7PG,traceymcneill@hotmail.co.uk,VP Pre-schools,54.64725,-5.93623,,0
3AB0414,Stepping Stones Playgroup,Castle Community Centre,BT53 6JT,,VP Pre-schools,55.06594,-6.5186,,0
3BB0085,Stepping Stones Playgroup,130 Tirkane Road,BT46 5NH,,VP Pre-schools,54.8688,-6.70965,,0
3BB0522,Stepping Stones Playgroup,32 Ballynafie Road,BT42 1LF,,VP Pre-schools,54.84698,-6.37315,,0
5012643,Stewartstown Primary School,33 HILLHEAD,BT71 5HY,info@stewartstownps.stewartstown.ni.sch.uk,Primary school,54.57452,-6.67809,17.54,44
2410311,Strabane Academy,Milltown House,BT82 8NW,info@Strabaneacademy.strabane.ni.sch.uk,Secondary (grammar) school,54.81549,-7.45312,13.96,591
2012708,Strabane Controlled Primary School,43 DERRY ROAD,BT82 8DX,info@strabaneps.strabane.ni.sch.uk,Primary school,54.83418,-7.45862,23.29,246
3010570,Straid Primary School,3 IRISH HILL ROAD,BT39 9NQ,info@straidps.ballyclare.ni.sch.uk,Primary school,54.75627,-5.92554,18.5,74
2AB0036,Straidarran Community Playgroup,Straidarran Hall,BT47 4BT,,VP Pre-schools,54.89805,-7.09224,,0
3010804,Straidbilly Primary School,85 CARNBORE ROAD,BT53 8EE,info@straidbillyps.ballymoney.ni.sch.uk,Primary school,55.17371,-6.45506,17.94,113
3010879,Straidhavern Primary School,3 STRAIDHAVERN ROAD,BT29 4SN,info@straidhavernps.crumlin.ni.sch.uk,Primary school,54.64065,-6.15315,12.06,41
1010252,Strandtown Primary School,NORTH ROAD,BT4 3DJ,info@strandtown.belfast.ni.sch.uk,Primary school,54.59676,-5.87172,23.91,939
4260295,Strangford Integrated College,ABBEY ROAD,BT22 2GB,info@strangfordcollege.carrowdore.ni.sch.uk,Secondary (non-grammar) school,54.57908,-5.55185,16.18,576
1010324,Stranmillis Primary School,KNIGHTSBRIDGE PARK,BT9 5EH,info@stranmillis.belfast.ni.sch.uk,Primary school,54.56858,-5.93615,26.28,415
1420089,Strathearn School,188 BELMONT ROAD,BT4 2AU,info@strathearn.belfast.ni.sch.uk,Secondary (grammar) school,54.60152,-5.86074,16.81,783
1620089,Strathearn School,188 BELMONT ROAD,BT4 2AU,info@strathearn.belfast.ni.sch.uk,Preparatory Schools,54.60152,-5.86074,17.31,142
2116232,Strathfoyle Nursery School,CLONMEEN DRIVE,BT47 6UP,info@strathfoylens.derry.ni.sch.uk,Nursery school,55.03295,-7.26516,26.5,0
5AB0191,Strawberry Tree Playgroup,41 Sheeptown Road,BT34 2LA,strawberrytreesaval@hotmail.co.uk,VP Pre-schools,54.19618,-6.28975,,0
2AB0347,Sugar and Spice Early Years Centre,Units 7/8 Enterprise Centre,BT78 4PH,,VP Pre-schools,54.61877,-7.49101,,0
4420044,Sullivan Upper School,BELFAST ROAD,BT18 9EP,info@sullivanupper.holywood.ni.sch.uk,Secondary (grammar) school,54.6347,-5.83704,16.39,1077
4620044,Sullivan Upper School,1 ALEXANDRA PARK,BT18 9ET,info@sullivanupper.holywood.ni.sch.uk,Preparatory Schools,54.63605,-5.8337,19.34,187
3116150,Sunnylands Nursery School,SUNNYLANDS AVENUE,BT38 8JJ,info@sunnylandsns.carrickfergus.ni.sch.uk,Nursery school,54.72367,-5.81633,26,0
3010860,Sunnylands Primary School,SUNNYLANDS AVENUE,BT38 8JJ,info@sunnylandsps.carrickfergus.ni.sch.uk,Primary school,54.72106,-5.81529,20.25,162
4AB0383,Sunshine Community Playgroup,Killultagh Hall,BT28 2EY,,VP Pre-schools,54.55151,-6.20354,,0
1BB0492,Sunshine Playgroup,Currie Primary School,BT15 3AB,agalway657@c2kni.net,VP Pre-schools,54.61657,-5.93176,,0
3AB0585,Sunshine Playgroup,Harpurs Hill Children and Family Centre,BT52 2ER,,VP Pre-schools,55.13583,-6.65074,,0
5210143,Tandragee Junior High School,ARMAGH ROAD,BT62 2AY,info@tjhs.tandragee.ni.sch.uk,Secondary (non-grammar) school,54.35591,-6.42008,12.94,277
5116640,Tandragee Nursery School,24B MADDEN ROAD,BT62 2DJ,info@tandrageens.tandragee.ni.sch.uk,Nursery school,54.35375,-6.41111,28.89,0
5011116,Tandragee Primary School,7 PORTADOWN ROAD,BT62 2BB,info@tandragee.tandragee.ni.sch.uk,Primary school,54.35735,-6.4143,23.65,322
5031103,Tannaghmore Primary School,LAKE STREET,BT67 9DY,info@tannaghmore.lurgan.ni.sch.uk,Primary school,54.47668,-6.33217,24.13,634
2031863,Tattygar Primary School,6 TATTYGARE ROAD,BT94 5GT,info@tattygarps.enniskillen.ni.sch.uk,Primary school,54.31998,-7.53575,16.5,66
1010301,Taughmonagh Primary School,FINDON GARDENS,BT9 6QL,info@taughmonagh.belfast.ni.sch.uk,Primary school,54.55988,-5.9649,15.93,184
3AB0132,Taylorstown Cross Community Playgroup,Church of Ireland Hall,BT41 3RW,,VP Pre-schools,54.79684,-6.39446,,0
4AB0183,Teconnaught Cross-Community Playgroup,1 Drumnaconagher Road,BT30 9AN,,VP Pre-schools,54.36951,-5.79089,,0
3016014,Templepatrick Primary School,5 LYLEHILL ROAD,BT39 0AQ,info@templepatrickps.ballyclare.ni.sch.uk,Primary school,54.69818,-6.09159,26.48,403
2AB0349,Tempo Community Pre-School,The Diamond,BT94 3LU,,VP Pre-schools,54.37727,-7.4607,,0
2016102,Tempo Primary School,3 CULLION ROAD,BT94 3LU,info@tempops.enniskillen.ni.sch.uk,Primary school,54.38004,-7.458,23.5,94
2032287,Termoncanice Primary School,RATHBRADY ROAD,BT49 9BH,info@termoncanice.limavady.ni.sch.uk,Primary school,55.04636,-6.9502,25.65,483
2116023,The Academy Nursery School,76 ACADEMY ROAD,BT48 7LE,info@academyns.derry.ni.sch.uk,Nursery school,55.0042,-7.33048,26.5,0
1136603,The Cathedral Nursery School,45A ALBERT STREET,BT12 4HB,info@thecathedralns.belfast.ni.sch.uk,Nursery school,54.59776,-5.94303,26,0
5016079,The Cope Primary School,12 BALLYGASSEY ROAD,BT61 8HY,info@thecope.loughgall.ni.sch.uk,Primary school,54.40881,-6.60781,20.1,110
3AA0273,The Country Playgroup,59A Ballycowan Road,BT42 3DW,,VP Pre-schools,54.82705,-6.24294,,0
3010826,The Diamond Primary School,107 DREEN ROAD,BT42 1EE,info@thediamondps.ballymena.ni.sch.uk,Primary school,54.87906,-6.38772,22.14,139
2AB0047,The Dry Arch Children's Centre,Glenshane Business Park,BT47 4QL,,VP Pre-schools,54.93305,-6.91958,,0
4036285,The Good Shepherd Primary School,9 GOOD SHEPHERD ROAD,BT17 0PJ,info@goodshepherdps.belfast.ni.sch.uk,Primary school,54.56705,-6.0265,15.25,305
5116223,The Grove Nursery School,23B BALLINAHONE AVENUE,BT60 1EE,info@thegrovens.armagh.ni.sch.uk,Nursery school,54.34367,-6.63743,26,0
4210029,The High School Ballynahinch,103 BELFAST ROAD,BT24 8EH,info@ballynahinchhigh.ballynahinch.ni.sch.uk,Secondary (non-grammar) school,54.41021,-5.89412,8.97,174
4033012,The Holy Family Primary School,1 DRUMNACONAGHER ROAD,BT30 9AN,info@holyfamilyps.downpatrick.ni.sch.uk,Primary school,54.36951,-5.79089,21.44,193
3CB0352,The Ladybirds Pre-School @ ABC Day Nursery,Building 643,BT29 4BN,,VP Pre-schools,54.65256,-6.21636,,0
4CA0628,The Learning Tree,69 Church Road,BT6 9SA,,VP Pre-schools,54.5682,-5.87577,,0
2AB0451,The Little Castle Playgroup,11 Water Street,BT92 0LZ,,VP Pre-schools,54.25378,-7.44653,,0
5CA0501,The Old Station Playgroup,92 Church Street,BT25 1AA,oldstationplaygroup@gmail.com,VP Pre-schools,54.41492,-6.15514,,0
4AB0147,The Playcentre at Manor Court,Mill Street,BT23 4LT,,VP Pre-schools,54.59345,-5.70145,,0
3CA0137,The Rainbow Private Day Nursery,96 Brustin-Brae Road,BT40 2LJ,,VP Pre-schools,54.88157,-5.86444,,0
1420027,The Royal Belfast Academical Institution,COLLEGE SQUARE EAST,BT1 6DL,info@rbai.belfast.ni.sch.uk,Secondary (grammar) school,54.59704,-5.93648,16.97,1025
5420263,The Royal School Armagh,COLLEGE HILL,BT61 9DH,info@royalschool.armagh.ni.sch.uk,Secondary (grammar) school,54.35064,-6.64806,17.04,720
5420260,The Royal School Dungannon,2 RANFURLEY ROAD,BT71 6AP,info@rsd.dungannon.ni.sch.uk,Secondary (grammar) school,54.50312,-6.76354,16.82,650
3010842,The Wm Pinkerton Memorial Primary School,182 KNOCK ROAD,BT53 8BB,info@thewilliampinkertonmemps.ballymoney.ni.sch.uk,Primary school,55.12384,-6.47294,21,84
3010779,Thompson Primary School,42 MOSSLEY ROAD,BT39 9RX,info@thompsonps.ballyclare.ni.sch.uk,Primary school,54.71662,-6.0029,23.56,178
3316547,Thornfield House School,2-12 JORDANSTOWN ROAD,BT37 0QF,info@thornfieldss.newtownabbey.ni.sch.uk,Special school,54.68276,-5.88618,4.05,0
2420052,Thornhill College,142 CULMORE ROAD,BT48 8JF,info@thornhill.derry.ni.sch.uk,Secondary (grammar) school,55.03814,-7.28245,20.38,1402
4AB0282,Tiddli-Winks Playgroup,68 Groomsport Road,BT20 5NE,pamgibb@sky.com,VP Pre-schools,54.66276,-5.64483,,0
4AB0513,Tiggers Palace Day Nursery,Palace Barracks Community Centre,BT18 9FD,,VP Pre-schools,54.62716,-5.84687,,0
3010404,Tildarg Primary School,6 TILDARG ROAD,BT39 9JU,info@tildargps.ballyclare.ni.sch.uk,Primary school,54.79193,-6.05048,18.28,78
4AB0157,Tiny Toons Community Playgroup,2 Rourkes Link,BT30 7DQ,,VP Pre-schools,54.30216,-5.57001,,0
2AB0620,Tiny Tots Community Playgroup,Clonmeen Drive,BT47 6UU,,VP Pre-schools,55.03253,-7.26516,,0
5BB0403,Tiny Tots Community Playgroup,33A Hillhead Road,BT71 5HY,tinytots33@btconnect.com,VP Pre-schools,54.57397,-6.67853,,0
5AB0465,Tiny Tots Corner Playgroup,10A Esker Park,BT60 4LT,tinytotscorner@hotmail.com,VP Pre-schools,54.34602,-6.77738,,0
2AB0446,Tiny Tots Cross Community PG,68 ARNEY ROAD,BT92 2AB,,VP Pre-schools,54.29045,-7.67057,,0
3AB0371,Tiny Tots Pre-School Centre,Pastoral Centre,BT41 3NJ,,VP Pre-schools,54.75201,-6.46309,,0
5AB0208,Tiny Tots Pre-School Education Centre,28B Dunamore Road,BT80 9NR,yvettequinn@hotmail.co.uk,VP Pre-schools,54.67019,-6.92947,,0
3BB0250,Tir-na-n??g Playgroup,60 Doagh Road,BT39 9BG,,VP Pre-schools,54.75161,-6.00747,,0
3033304,Tir-na-Nog Primary School,DOAGH ROAD,BT39 9BG,info@tirnanogps.ballyclare.ni.sch.uk,Primary school,54.75161,-6.00747,12.08,29
1CA0622,TLC Playgroup,162a Cavehill Road,BT15 5EX,tlcplaygroup@yahoo.com,VP Pre-schools,54.6317,-5.94773,,0
3AB0482,Tober Tinys Community Playgroup,Unit 2 Business Park,BT45 5SG,,VP Pre-schools,54.81066,-6.70402,,0
3012233,Tobermore Primary School,6 MAGHERA ROAD,BT45 5QB,info@tobermoreps.magherafelt.ni.sch.uk,Primary school,54.81238,-6.70686,18.53,63
4BB0384,Toddle-in Playgroup,36A Church Road,BT23 6BB,,VP Pre-schools,54.53236,-5.8273,,0
4010885,Tonagh Primary School,TONAGH AVENUE,BT28 1DQ,info@tonaghps.lisburn.ni.sch.uk,Primary school,54.5123,-6.05566,19.97,229
4316517,Tor Bank Special School,5 Dunlady Road,BT16 1TT,info@torbankss.belfast.ni.sch.uk,Special school,54.59588,-5.79492,7.15,0
3013332,Toreagh Primary School,62 RALOO ROAD,BT40 3DU,info@toreaghps.larne.ni.sch.uk,Primary school,54.80718,-5.86241,17.62,106
4016111,Towerview Primary School,100 TOWERVIEW CRESCENT,BT19 6AZ,info@towerviewps.bangor.ni.sch.uk,Primary school,54.66187,-5.6198,22.86,358
2116348,Trench Road Nursery School,TRENCH ROAD,BT47 2DT,info@trenchroadns.derry.ni.sch.uk,Nursery school,54.98503,-7.30795,27,0
4116175,Trinity Nursery School,BRUNSWICK ROAD,BT20 3DW,info@trinitynurseryschool.co.uk,Nursery school,54.65762,-5.67589,27,0
5CA0520,Trinity Park Pre-School,51 Cottage Road,BT67 9ND,trinity-park@live.co.uk,VP Pre-schools,54.46801,-6.29543,,0
1110025,Tudor Lodge Nursery School,TUDOR PLACE CRUMLIN ROAD,BT13 1LY,info@tudorlodgens.belfast.ni.sch.uk,Nursery school,54.60897,-5.94694,26,0
4013038,Tullycarnet Primary School,KING'S ROAD,BT5 7EH,info@tullycarnetps.belfast.ni.sch.uk,Primary school,54.58782,-5.82875,11.83,71
5011190,Tullygally Primary School,21 MEADOWBROOK ROAD,BT65 5AA,info@tullygally.lurgan.ni.sch.uk,Primary school,54.45223,-6.36044,18.2,130
2032603,Tummery Primary School,118 NEWPARK ROAD,BT78 3JZ,info@tummeryps.dromore.ni.sch.uk,Primary school,54.49609,-7.53348,14,42
5BB0199,Twinkle Playgroup,24 Mullinahoe Road,BT71 5AT,twinklepreschool@hotmail.co.uk,VP Pre-schools,54.61161,-6.55933,,0
3260299,Ulidia Integrated College,112 VICTORA ROAD,BT38 7JL,info@ulidia.carrickfergus.ni.sch.uk,Secondary (non-grammar) school,54.73139,-5.79753,14.42,581
3010850,Upper Ballyboley Primary School,36 BRAEPARK ROAD,BT39 9UW,info@upperballyboleyps.ballyclare.ni.sch.uk,Primary school,54.79651,-5.95411,13.67,41
1420264,Victoria College,CRANMORE PARK,BT9 6JA,info@victoriacollege.belfast.ni.sch.uk,Secondary (grammar) school,54.57247,-5.95029,16.17,874
1620264,Victoria College Prepatory School,CRANMORE PARK,BT9 6JA,info@victoriacollege.belfast.ni.sch.uk,Preparatory Schools,54.57233,-5.94933,13.45,156
1116011,Victoria Nursery School,1-3 VICTORIA PARADE,BT15 2EP,info@victorians.belfast.ni.sch.uk,Nursery school,54.60932,-5.92988,26,0
1016655,Victoria Park Primary School,Strandburn Street,BT4 1LX,info@victoriaparkps.belfast.ni.sch.uk,Primary school,54.60478,-5.88222,25.22,390
3013330,Victoria Primary School,CORONATION ROAD,BT38 7EZ,info@victoriaps.carrickfergus.ni.sch.uk,Primary school,54.72282,-5.79467,25.84,434
4011646,Victoria Primary School,EAST STREET,BT23 7DD,info@victoriaps.newtownards.ni.sch.uk,Primary school,54.5958,-5.68794,23.11,550
4011488,Victoria Primary School (Ballyhalbert),2 VICTORIA ROAD,BT22 1DQ,info@vicpsballyhalbert.newtownards.ni.sch.uk,Primary school,54.49343,-5.46257,18.13,145
1CA0650,Village Sure Start,339 Donegall Road,BT12 6FQ,,VP Pre-schools,54.58912,-5.95042,,0
5012657,Walker Memorial Primary School,19 ANNAGHMAKEOWN ROAD,BT70 3DQ,info@walkermemorial.dungannon.ni.sch.uk,Primary school,54.50874,-6.83777,17.05,71
4420051,Wallace High School,12A CLONEVIN PARK,BT28 3AD,info@wallace.lisburn.ni.sch.uk,Secondary (grammar) school,54.51832,-6.05117,16.35,1167
4620051,Wallace High School,12A CLONEVIN PARK,BT28 3AD,info@wallace.lisburn.ni.sch.uk,Preparatory Schools,54.51832,-6.05117,16.51,119
5011598,Waringstown Primary School,1 BANBRIDGE ROAD,BT66 7QH,info@waringstown.waringstown.ni.sch.uk,Primary school,54.43394,-6.30079,24.37,398
5CA0618,Washingford Playgroup,15 Washingford Row,BT71 7BG,washingford.playgroup@hotmail.co.uk,VP Pre-schools,54.50118,-6.77064,,0
3AB0130,Watt Fun Community Playgroup,Ballywatt Road,BT52 2LT,,VP Pre-schools,55.16118,-6.57973,,0
1CA0410,Wee Care Day Nursery,8 Kings Road,BT5 6JJ,kingsroad@weecare.co.uk,VP Pre-schools,54.59309,-5.8671,,0
1410270,Wellington College,18 CAROLAN ROAD,BT7 3HE,info@wellington.belfast.ni.sch.uk,Secondary (grammar) school,54.5709,-5.91913,16.36,790
4016083,West Winds Primary School,SUNDERLAND PARK,BT23 4RQ,info@westwindsps.newtownards.ni.sch.uk,Primary school,54.58074,-5.69947,18.28,156
1016532,Wheatfield Primary School,ALLIANCE ROAD,BT14 7JE,info@wheatfield.belfast.ni.sch.uk,Primary school,54.62058,-5.96771,16.08,131
3010846,Whiteabbey Primary School,20-30 OLD MANSE ROAD,BT37 0RU,info@whiteabbeyps.newtownabbey.ni.sch.uk,Primary school,54.67956,-5.89497,25.83,421
3010874,Whitehead Primary School,3 ISLANDMAGEE ROAD,BT38 9NE,info@whiteheadps.whitehead.ni.sch.uk,Primary school,54.75689,-5.70707,25.28,379
3010827,Whitehouse Primary School,2 DOAGH ROAD,BT37 9NZ,info@whitehouseps.newtownabbey.ni.sch.uk,Primary school,54.66099,-5.91129,23.11,405
2316694,Willowbridge School,8 LOUGH SHORE ROAD,BT74 7EY,info@willowbridge.enniskillen.ni.sch.uk,Special school,54.35071,-7.65954,5.95,0
5066554,Windmill Integrated Primary School,30 OLD EGLISH ROAD,BT71 7BE,info@windmillintegrated.dungannon.ni.sch.uk,Primary school,54.49744,-6.77225,22.55,220
5AB0506,Windmill Playgroup,Well Lane Community Centre,BT34 1HE,bernadetteheaney1@sky.com,VP Pre-schools,54.17509,-6.33374,,0
5016451,Windsor Hill Primary School,CHURCH AVENUE,BT34 1DY,info@windsorhill.newry.ni.sch.uk,Primary school,54.18011,-6.33269,23.55,219
1CA0651,Windsor Womens Centre,136-144 Broadway,BT12 6HY,jhurst15.jh@gmail.com,VP Pre-schools,54.58738,-5.95426,,0
1AB0025,Wishing Well Family Centre,7-9 Alliance Crescent,BT14 7PL,thwishingwell@msn.com,VP Pre-schools,54.61998,-5.95865,,0
3AB0126,Woodburn Playgroup,Oakfield Community Development Centre,BT38 7SP,,VP Pre-schools,54.73235,-5.80591,,0
